Verse
 वैशंपायन उवाच। <br>राज्ञस्तु वचनं श्रुत्वा धृतराष्ट्रस्य संजयः। <br>उपप्लव्यं ययौ द्रष्टुं पाण्डवानमितौजसः   ॥05-023-001॥
स तु राजानमासाद्य धर्मात्मानं युधिष्ठिरम्। <br>प्रणिपत्य ततः पूर्वं सूतपुत्रोऽभ्यभाषत   ॥05-023-002॥
कच्चिद्राजा धृतराष्ट्रः सपुत्रो; बुभूषते वृत्तिममात्यवर्गे। <br>कच्चिन्न भेदेन जिजीविषन्ति; सुहृद्रूपा दुर्हृदश्चैकमित्राः   ॥05-023-018॥
कच्चिन्न पापं कथयन्ति तात; ते पाण्डवानां कुरवः सर्व एव। <br>कच्चिद्दृष्ट्वा दस्युसंघान्समेता;न्स्मरन्ति पार्थस्य युधां प्रणेतुः   ॥05-023-019॥
मौर्वीभुजाग्रप्रहितान्स्म तात; दोधूयमानेन धनुर्धरेण। <br>गाण्डीवमुक्तान्स्तनयित्नुघोषा;नजिह्मगान्कच्चिदनुस्मरन्ति   ॥05-023-020॥
न ह्यपश्यं कंचिदहं पृथिव्यां; श्रुतं समं वाधिकमर्जुनेन। <br>यस्यैकषष्टिर्निशितास्तीक्ष्णधाराः; सुवाससः संमतो हस्तवापः   ॥05-023-021॥
गदापाणिर्भीमसेनस्तरस्वी; प्रवेपयञ्शत्रुसंघाननीके। <br>नागः प्रभिन्न इव नड्वलासु; चङ्क्रम्यते कच्चिदेनं स्मरन्ति   ॥05-023-022॥
माद्रीपुत्रः सहदेवः कलिङ्गा;न्समागतानजयद्दन्तकूरे। <br>वामेनास्यन्दक्षिणेनैव यो वै; महाबलं कच्चिदेनं स्मरन्ति   ॥05-023-023॥
उद्यन्नयं नकुलः प्रेषितो वै; गावल्गणे संजय पश्यतस्ते। <br>दिशं प्रतीचीं वशमानयन्मे; माद्रीसुतं कच्चिदेनं स्मरन्ति   ॥05-023-024॥
अभ्याभवो द्वैतवने य आसी;द्दुर्मन्त्रिते घोषयात्रागतानाम्। <br>यत्र मन्दाञ्शत्रुवशं प्रयाता;नमोचयद्भीमसेनो जयश्च   ॥05-023-025॥
अहं पश्चादर्जुनमभ्यरक्षं; माद्रीपुत्रौ भीमसेनश्च चक्रे। <br>गाण्डीवभृच्छत्रुसंघानुदस्य; स्वस्त्यागमत्कच्चिदेनं स्मरन्ति   ॥05-023-026॥
न कर्मणा साधुनैकेन नूनं; कर्तुं शक्यं भवतीह संजय। <br>सर्वात्मना परिजेतुं वयं चे;न्न शक्नुमो धृतराष्ट्रस्य पुत्रम्   ॥05-023-027॥
